SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,KEYWORD_POSITIVE,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P07,S01,29603107619,1,P,친척동생에게 선물했는데 좋아하네요,커버도 되면서 자외선차단이 되니까 이것만 발라도 되겠어요,깨끗한 피부처럼 보이게  자연스럽게 연출되서 너무 좋아요,좀 느렸지만 그래도 괜찮아요,밀착감 좋고 색상도 아주 맘에 들어 항상 쓰고있습니다,,,,,
N,P07,S01,29603107619,1,N,밝은색 사면서 남친 주려고 어두운색도 같이 샀어요 안써봐서 모르겠내요,물광피부로변하는게놀랍네요,물건은 조은디 배송이 늦어서 조금 아쉽한번밖에 안써봤는데 쓸만하그갠춘한듯다만 화장품은 뭐든 오래 써봐야 피부에 맞는지 알수있어서더 써봐야 진가를 알거같음,아직 써보진 못했는데 평들 보고 구매했어요배송은 정말 빨랐어요,넝수좋아요  넝수좋아오,,,,,
N,P07,S01,12173311983,0,P,감사합니다,만족합니다,좋습니다,비비,알렉스,4.7,3.48,3.09,3.08,3.05
N,P07,S01,12173311983,1,P,요번엔 엄마꺼 사드렸어요,알렉스 엄청 좋아요,정말 조아요,아프신분께 선물로 두개 드리면서 다쓰시구 다음번에도 사드릴테니 건강하셔야한다구 했습니다,좋아요,,,,,
N,P07,S01,12173311983,0,N,커버력이,바르고,없어요,생각보다,어두,1.79,1.54,1.45,1.35,1.22
N,P07,S01,12173311983,1,N,커버력이 크진 않지만 시간이 지나도 무너지지 않아서 좋더라구요,18년째 쓰고 있어요,로얄쓰고 이번엔 허벌로주문해봣어요,남친이랑 놀러 갔을때 완전 쌩얼로 자기에는 좀 부끄러워서 바르고 자도 되는 비비가 필요했던건데 그리구 30미리가 이렇게 적은줄 몰랐네요일단 한달 써 보고 한달 후 후기 쓰러 오겠습니다,너무 작네요,,,,,
N,P05,S05,22933015458,0,P,배송도,만족,색도,감사합니다,색상,2.13,2.02,2.01,1.88,1.55
N,P05,S05,22933015458,1,P,지속력은 부드러움때문에 아마 길게는 안가는거같아용그래도 색깔 드뎌 찾아서 다행이예욥  가격도저렴하고 좋아요,저한테 립라이너로는 조금 진해서 얇게 펴바르고 있어요립스틱 효과가 있더라구요,만족합니다,배송도 만족해요,상품좋습니다,,,,,
N,P05,S05,22933015458,0,N,색상,발색,,,,1.8,1.0,,,
N,P05,S05,22933015458,1,N,마니샀어요,늘 쓰던 물건 싸게 잘 샀어요,오랜 발색력은 없지만  제 취향에는 저격한듯 하네요,색 이쁘고 오래가고 젛아요,,,,,,
N,P05,S05,5675625489,0,P,부드럽게,좋습니다,가성비,감사합니다,색상,3.03,2.86,2.73,2.42,2.29
N,P05,S05,5675625489,1,P,감사합니다,깨끗하게 그려지고 번짐도 없고 잘 지워지지도 않네요,부드럽게 잘 그려지고 립스틱 대용으로 사용하고 있어요,부드럽게 잘발리고요 샘플도 너무 감사해요,컬러도 다양하게 사서 립스틱에 맞게 발라주면 좋아요,,,,,
N,P05,S05,5675625489,0,N,입술색,만족,,,,1.6,0.92,,,
N,P05,S05,5675625489,1,N,다른 고객님들에게 유용한 상품 리뷰를 작성해주세요,색이 딱 입술색에 딱붙이였어요,배송 빨리왔어요,입꼬리 올리는 음영 줄때 쓰기좋아요,만족해요,,,,,
N,P05,S04,13683287065,0,P,들어요,입술,좋습니다,품질이,바르면,4.71,3.83,2.75,2.69,2.47
N,P05,S04,13683287065,1,P,입술이 넘 귀여워져요,정말 색상이 예쁘네요,너무 마음에 들어요,상품 품질이 좋습니다,컬러는 예뻐요 개인적으로 참 맘에 들고요 지속력은 좀 떨어져요디올어딕트와 함께 하면 좋을 듯합니다,,,,,
N,P05,S04,13683287065,0,N,입술,좋아,,,,1.83,0.56,,,
N,P05,S04,13683287065,1,N,오랜만에 써두 여전히 좋아용 앞으로 계속 쭉 쓰려구용,랑콤이 저한테는 발색이나 여러 면에서 맞는거 같아서 좋아합니다,아주 조어요,플럼핑효과도 좋은대 화한느낌 오래가고 입술이 아픕니다,정말 좋아요,,,,,
N,P07,S01,83127070320,1,P,다음에도 또 쓰고싶네요,피부톤개선이나 커버력은 없는듯해요마스크에 묻어나지는 않아요,알렉스비비 첨 접한 비비크림  자연스럽게 스며들고밀착력이 있어 좋았습니다,빠른배송에 감사합니다사용기한도 23년12월까지넉넉한 아이로 왔어요아침에테스트겸 손등에 발라봤는데점점 제 피부톤색으로 변하는거 같아요향도 나쁘지않아서 괜찮아요 ,용량이 정말 작지만 만족합니다향도 좋아요,,,,,
N,P07,S01,83127070320,1,N,자외선차단기능이 없는점커버 전혀 안됨하지만 피부는 좋아보이고 많이 건조하지 않음그냥 그러네요,,,,,,,,,
N,P07,S01,22436153468,0,P,감사합니다,좋습니다,사용하,발림성,추천,3.47,1.69,1.5,1.38,1.17
N,P07,S01,22436153468,1,P,매년을 계속 이 제품만 쓰고있어요항상 쓸때마다 너무 만족하고특히 겨울에는 건조함을 잘잡아줘서 너무 좋아요,피부마사지 샵 사장님  추천으로 샘플써봤는데 피부좋아보이고 물광피부 느낌나요,친구 추천으로 쓰다가 다시 샀네요,재구매하는 상품입니다,늘  사용하는 제품이라  이제부터 구매는 이곳에서 해야겠어요,,,,,
N,P07,S01,22436153468,0,N,화장이,당김,각질,건성,속건,1.58,1.3,1.19,1.0,1.0
N,P07,S01,22436153468,1,N,다른 비비크림들 보다는 밝고 발림성이 괜찮네요,한 번 써봤는데 그럭저럭 쓸만해요,,,,,,,,
N,P09,S18,22608574146,0,P,좋습니다,편하고,분사력,뿌리,만족,5.19,4.29,4.08,3.81,3.33
N,P09,S18,22608574146,1,P,야외활동 많이 하는 엄마에게도 선물로 보냈습니다,재구매의사 있음,썬크림은 얼굴이 하얘져서 점빼고난 다음에 자극없이 바를 수 있는걸 찾다가 구매하게 되었습니다,썬미스트는 사용전이고 BB 먼저 사용해 봤는데 보습성분이 충분히 들어가 있어서 그런지 유분많은 크림 바르고 사용했더니 밀리더라구요,분사력이 좋아서 메이컵 한 이후에 뿌려도 무너짐이없어서 만족스러워요,,,,,
N,P09,S18,22608574146,0,N,얼굴에,눈이,분사력,뿌리는,편해요,3.32,2.38,2.13,2.03,1.62
N,P09,S18,22608574146,1,N,뿌리고 시간지나면 눈이 맵답니다,이만한게 없어서 다시 구매합니다,스프레이형끼리는 같은 향이 나나봐요 유기자차라서인지 눈시림이 있습니다,좋긴한데 실외에서 뿌려야할거같아요,백프로 없어지지는 않지만  전반적으로 지워기긴 합니다,,,,,
N,P07,S01,22345882670,0,P,애터미,만족합니다,비비,감사합니다,좋습니다,3.93,2.74,2.7,2.31,2.14
N,P07,S01,22345882670,1,P,넘좋구 향두 좋아요,재구매의사있어요,처음,잘 받았습니다,잘 발리구 50대인 저에게 잘 맞아요,,,,,
N,P07,S01,22345882670,0,N,색상,,,,,1.05,,,,
N,P07,S01,22345882670,1,N,에스티로더 쓰다가 너무 안맞아서 원래 쓰던 아토미로 돌아왔어요,색 좋아요,써봐여색도 착맞고 우선 제가 피부가 너무너무 예민한데 트러블없이 잘 쓰고 있습니다,마스크 써야 하는 여름철 이 시기에 맞는 비비 사려고 엄청 고민고민 하다가 안 무너진다는 후기보고 구매했는데 실패했어요,건조 피부에 리뉴얼되기전에 것은 넘 잘맞았지만 색상이 어두워21호로 사봤는데 건조하곶발림도 별로고 색상도 너무 밝고 뜨네요처음애터미 나왔을때 그제품이 발림과 밀착력은  정말최고에요,,,,,
N,P06,S27,20362783694,0,P,저렴하게,가성비,좋습니다,이니스프리,만족,5.84,4.73,4.61,4.49,4.1
N,P06,S27,20362783694,1,P,최고예요,딱 좋습니다,쓰던 제품이에요,이 정도 가격에 이 퀄리티면 진짜 개인적으로 가성비 갑 제품이라 생각합니다,좋습니다,,,,,
N,P06,S27,20362783694,0,N,발색이,눈썹,색이,가격,납작,1.65,1.46,1.36,1.29,1.27
N,P06,S27,20362783694,1,N,감사합니다,배송이 빠르네요,색깔이 화면 그대로이고 눈썹에 잘 발리네요색 유지도 잘 되고 땀나거나  물 닿아도 잘 안지워져서 좋아요,발색이 좋아요,저 눈썹 못그리는데 빈 곳을 약간씩 채우는 용도로 사용하고 있어요,,,,,
N,P08,S47,27999933522,0,P,향이,향도,만족,블랑쉬,가성비,22.5,8.0,6.5,6.27,5.66
N,P08,S47,27999933522,1,P,처음으로 구매해봤는데 은은하니 좋네요,6개주문했는데다들 무난하게 쓰기좋아요가성비 좋아요,배송도 빠르고 제품 포장도 안전하고 양호하게 잘 왔습니다,운동하러 갈때 땀냄새 나는 싫어서 가볍게 칙칙 뿌리려고 샀는데 일단 향이 너무 좋아요,싼가격에 만족합니다,,,,,
N,P08,S47,27999933522,0,N,향이,향은,좋은데,지속력이,좋아,8.41,5.46,3.07,3.04,2.51
N,P08,S47,27999933522,1,N,비누향이라고 해서 주문했는데 향도 좋고 지속력도 괜찮은 편인거 같아요,깨끗한 향은 아닌것 같고 화장품 파우더 향인듯요많이 실망 했어요,향이 너무 좋아요,향이별로에요,향은 나름 괜찮아요,,,,,
N,P07,S01,82649009778,0,P,촉촉하고,피부가,만족,커버,감사합니다,3.04,1.42,1.39,1.31,1.01
N,P07,S01,82649009778,1,P,항상 쓰는 제품이에요,아직사용전입니다,메이크업을 받았었는데이 제품이랑 파데랑 섞어서 바르더라구요,친구가 한번 발라보래서 써봤는데 반했어요커버력 굳 촉촉하고 자연스러워요,회색비비 보다 핑크비비가 훨 좋아요,,,,,
N,P07,S01,82649009778,0,N,촉촉해요,샵에,조아,,,1.37,0.89,0.84,,
N,P07,S01,82649009778,1,N,촉촉해요,유분끼가 좀 마나요,촉촉하고 좋아요,,,,,,,
N,P12,S03,5763649905,0,P,향도,미용실에서,향이,만족,머릿결,12.33,7.22,4.52,4.48,4.46
N,P12,S03,5763649905,1,P,잘 쓰고 있어요,저렴하게 자알 샀습니다,푸석거리는 모발을 살짝 윤기 있게 도와주는것같고 사용후 모발이 무거운 느낌이 아니라 가벼워서 좋습니다,01  써있는걸로 시켰는데  노란색이고    디자인이  바뀌었나요,좋아요,,,,,
N,P12,S03,5763649905,0,N,향이,만족합니다,향도,향은,뿌리면,3.76,2.83,1.5,1.44,1.34
N,P12,S03,5763649905,1,N,상품도 마음에 들어요,배송도 빨랐어요,다만 바닥이 미끄러워지니 그부분만 조심하면 될것 같아요,향은 은은하니좋은데요정수리쪽은 피해서 뿌리는데도 머리에 빨리 기름지는 느낌욕실바닥이 미끄러워요,만족해요,,,,,
N,P07,S01,82262950953,0,P,빠르,,,,,1.16,,,,
N,P07,S01,82262950953,1,P,너무좋아요,매번쓰는제품 화사합니다,지속력은 부족하지만 톤보정엔 탁월해서 요즘같이 화장 잘안하고 마스크 쓰고 다닐때에는 정말 꿀템이에요,제품에  유통기한이 없어서 그게 아쉽긴하나  싸게 잘 구입했습니다,여러번 구매합니다,,,,,
N,P07,S01,82262950953,1,N,얼굴이 정말 밝아져요 한국 매장에서 안 파는 제품 잘 샀어요,직구라 오래 걸릴줄 알았는데 일주일도 안걸리네요 이시국에가격도 면세보다 싼듯단 유통기한 표기를 잘 모르겠네요,,,,,,,,
N,P07,S01,23298052494,0,P,성분,만족,좋습니다,비비,커버력,6.18,5.19,4.21,4.07,3.96
N,P07,S01,23298052494,1,P,내추럴 하고저는 넘커버력이진한거보단 살짝 잡티가 보이는게더 자연스러워서 줗았어요,유튜버의 추천을 받고 구매해 보았습니다,성분이좋아 편안해요,유리피부 기초케어에대한 신뢰가 있어서 비비크림도 구매했습니다성분은 너무 착하고 순해서 트러블 전혀 없이 좋았구요비비살때 매번 트러블로 고생해서 비비유목민 다만 광채비비라서 그런지 엄청 광채가 납니다,발색 지속력 커버력 모두 최악인제품이지만 만점을 준이유가 순하고 피부트러블없이 성분이즇아서 구매한거라서요,,,,,
N,P07,S01,23298052494,0,N,성분이,트러블,색이,커버,아쉽네요,2.91,2.23,2.16,2.06,2.0
N,P07,S01,23298052494,1,N,엄마 사드렸어요,냄새는 레몬향같은게 나네요,그냥저냥 쓸만해요,다만 저한테는 제형이 약간 되직해서눈꼽만큼 호호바오일섞어 바르니 매끈하고 좋아요,너무 아쉽네요,,,,,
N,P04,S43,9004015026,0,P,블랙헤드,피지,자극,코팩,만족,7.39,7.25,6.32,5.64,5.23
N,P04,S43,9004015026,1,P,좋은제품 저렴하게 구입했습니다,항상 쓰는 제품이에요,화이트헤드 관리하기 좋습니다,거의 십년째 사용중인제품 십년째 사용중인데 모공 안넓어졌어요,사용시에 화끈거려 바로 떼버려서 아까웠는데 두번째 사용부터는 괜찮았어요,,,,,
N,P04,S43,9004015026,0,N,코팩,차앤박,피지,효과가,블랙헤드,3.42,3.38,2.37,2.36,2.22
N,P04,S43,9004015026,1,N,처음했는데피지가그렇게올라오지는않네요,피지케어에 이만한게 없네요,예전에도 써봤지만 좋아요,저는 뽑아내는 제품이 더 잘맞는거같아요,차앤박은 거의 10년째 쓰고 있네요,,,,,
N,P07,S01,9317693217,0,P,반트,가볍게,감사합니다,사용하,커버,3.27,2.71,2.68,2.56,2.36
N,P07,S01,9317693217,1,P,아직써보진않았지만 씨씨쿠션은 찾기힘든것같아영 반트가유명해주문해봤어요,반트 넘 좋아용,리필 짱,꾸안꾸 화장하기에 적합하고 피부표현도 예쁘고 자연스러워서 좋습니다,가볍게 톤만 업그레이드 시켜주기 좋은 제품입니다,,,,,
N,P07,S01,9317693217,0,N,커버력은,반트,촉촉,제품이,퍼프,2.48,1.9,1.7,1.58,1.24
N,P07,S01,9317693217,1,N,벌써  10년이상 사용하는 제품이네요,커버력은 그닥이지만 얇고 가볍게 발리고 건성피부에 촉촉해서 조아요,색상이 어둡네요,용기가 좀 다른것같아요,배송은 빨리왔는데다른분 리뷰처럼 왜 하얀 스펀지가 아닌거죠,,,,,
N,P09,S21,83110743914,0,P,촉촉하고,만족,시원하고,편하고,있어요,3.42,2.96,2.88,2.74,2.68
N,P09,S21,83110743914,1,P,손에 묻히지 않고 발라서 좋아요,이것만씁니다,확실히 이거 사용하고 열감이 줄어든 느낌입니다,먼저 구매하신 분꺼 사용해 보고 맘에 들어 구매합니다,바르면 시원함 쿨감과 피부에 딱 밀착하는 느낌과 끈적임없는 발림이 전 너무 좋네요,,,,,
N,P09,S21,83110743914,0,N,만족,좋아,,,,2.1,1.65,,,
N,P09,S21,83110743914,1,N,회사에서 수정용으로 씁니다,벌써 몇번째 쓰네요,촉촉하고 톡보정이되는데얼굴에 뾰루지가 잔뜩 나네요,재구매이거 하나만으로도 톤업  자외선차단이되니 편해요,솔직히 선쿠션은 크기 크고 막 바르기 좋아서 사용하는데 이번에 같이 따라온 마스크팩에 반했습니다,,,,,
N,P07,S45,20959239428,0,P,쉐딩,자연스,발색,쿨톤,색상,12.87,6.97,5.62,4.94,4.9
N,P07,S45,20959239428,1,P,코쉐딩 굿,쉐딩처리가 잘되요,좋네요,새로운쉐이딩 써보고싶어서 구매했습니다,색상도 뜨지않고 좋네요,,,,,
N,P07,S45,20959239428,0,N,쉐딩,발색이,쿨톤,만족해요,붉은,3.46,3.32,2.08,1.79,1.41
N,P07,S45,20959239428,1,N,배송빨리왔고 이 제품 처음,쿨톤 쉐딩이라길래 사봤는데 확실히 노란기는 많이 빠진거 같아요,쉐딩 색상을 바꿔보려고  헤이즐그레이로 선택했는데 부자연스럽네요,붉은기 없어서 쿨톤에 딱이에요,미친발색력면 곰손은 망할거같은데요곤는 자연스러워요,,,,,
N,P12,S16,24226199523,0,P,효과,탈모,만족,좋습니다,거품도,13.94,8.27,6.12,6.07,5.3
N,P12,S16,24226199523,1,P,잘 쓰고 있습니다,좋은 결과를 기대해요,거품도 풍성하게 잘나구 좋아요,평소에 또래보다 머리숱이 적다고 생각한 적은 거의 없었는데 최근에 저보다 키가 많이 큰 친구들이 머리 위쪽이 훤해진다는 지적을 해서 살펴봤더니 진짜더라구요고민하다가 지인의 추천으로 카론바이오 샴푸를 씁니다사용한지 얼마 되지 않았는데도 많이 달라지는게 느껴지네요머리가 훤했던 부분의 색이 진해지기도 하지만 그 외 부분에서도 뭔가 머리카락에 힘이 생겨가는 듯요조금 더 써보고 다시 후기 올릴께요,아직써보지는 않았지만 가격이비싼만큼 효과가 있었으면 하네요,,,,,
N,P12,S16,24226199523,0,N,효과,거품이,가격이,탈모,양이,6.24,4.29,3.62,3.46,2.37
N,P12,S16,24226199523,1,N,아빠가 또 사달라고 하시네요,마니 파세요,5마넌이 아까운지 안아까운지,가격에 비해 효과가 너무 없네요,사용해본지 며칠 안되서 효과는 아직 모르겠네요,,,,,
N,P07,S01,22848336428,0,P,홍조,자연스럽게,붉은기,커버,톤보정,4.97,4.3,3.11,2.74,2.66
N,P07,S01,22848336428,1,P,짜면 녹색이라 그린베이스 느낌인데 펴바르면 피부톤에 맞게 변하면서 자연스럽게 커버되더라구요,홍조 있는 얼굴은 화장전에 정리하기 따 좋은 제품이에요,비비크림 쓰다가 좋아서 씨씨크림도 구매해봤어요,28년동안 살면서 사용해본 베이스 제품 중 가장 만족스럽습니다 고질병인 붉은기를 자연스럽고 말끔하게 싹 가려줍니다,홍조나 붉은기 얼굴 부분부분 붉은기들을 어색하지 않고자연스럽게 잘 가려주어서 만족하는 제품이고 비비랑도 궁합이좋아서 같이 데일리 메이크업 때 두개는 꼭 사용하고 있어요,,,,,
N,P07,S01,22848336428,0,N,자연스럽게,붉은기,트러블,커버,좋아,2.54,2.19,1.72,1.32,1.01
N,P07,S01,22848336428,1,N,톤 보정  가능한데 여드름 자국은 커버 안됩니다,배송  빠름피부타입  트러블피부 복합성 파데팩트 밝은 21호 제품  보정선크림 톤업크림은 그동안 많은 브랜드와 제품을 써봤는데 희멀건하거나 끼임이 심하거나 하나도 정돈이 안되고 기름져서 다 무용지물이었는데 피부에 착 달라붙어요,밝은 피부톤에는 별로예요,양에 비해 가격이 고가 재구매는 안할듯더구나 콜마제품이네요,생각보다 작긴 했지만 제품력이 좋아서 쓸만해요,,,,,
N,P06,S26,10427916373,0,P,클리오,부드럽게,펜슬,만족,좋습니다,6.73,6.16,5.6,5.14,4.65
N,P06,S26,10427916373,1,P,좋아요,늘 사용하던 제품인데 친한 언니한테 선물했는데 좋아하시네요,색상이 눈안쪽과 비슷해서 라이너로 그리기도 트임메이크업 하기에도 좋아요,가성비 좋고 발색이 좋은것 같아요,부드럽게 잘 발리고 물에 쉽게 지워지지 않아서만족합니다,,,,,
N,P06,S26,10427916373,0,N,배송도,아이라,얇아서,펜슬,그리,2.65,1.9,1.75,1.62,1.45
N,P06,S26,10427916373,1,N,발림성도 좋도 번짐도 덜한데 한가지아쉬운점은 두껍게 발려요,무쌍 지성인데 안번져용 색 짙은 쪼꼬브라운잉에요,번지지 않고 유지력도 좋아서 점막채우기 딱 좋습니다,흠 색이 연해서 라이너로 사용하기엔 별로입니다,와 지속력이랑 안번져요,,,,,
N,P07,S14,13829753512,0,P,모공,바닐라코,좋습니다,만족,저렴하게,6.56,6.18,5.07,4.65,3.35
N,P07,S14,13829753512,1,P,계속 쓰고있어요,평소 쓰던거라 재구매했어요,부드러워 발림성이 좋네요,잘 발리고 화장 후에 매트함을 원했는데 기름기 잡아주고 짱이에요,잘쓰고 있어요,,,,,
N,P07,S14,13829753512,0,N,모공,생각보다,발림성,안쓰고,바르면,2.26,1.81,1.79,1.69,1.58
N,P07,S14,13829753512,1,N,딸 아이가 사달라고 해서 샀습니다,물건보낸상태가 배송중이라기엔 심하지 않나요,볼 커버는 잘 되는데 코는 잘 커버가 안되네요,역시라는말뿐  프라이머중 갑이네요,예전에는 안쓰고 메이크업했었는데 이젠 이거 안쓰고는 너무 뻑뻑해서 메이크업이 잘 안되는 느낌이예요,,,,,
N,P10,S34,17266331886,0,P,피부가,마사지,각질,참존,저렴,10.63,5.7,5.67,5.58,4.28
N,P10,S34,17266331886,1,P,항상쓰던것입니다,엄마가예전부터 참존마사지크림 오랜세월써오셔서사다드렸어요,저렴하게 구입했어요,저렴하게 잘 구입했습니다,큰 기대 안하고 구매했는데 피부가 부드러워지고 각질도 밀려나오는게 좋네요꾸준히 사용할듯 싶어요,,,,,
N,P10,S34,17266331886,0,N,참존,마사지,피부가,촉촉,각질,4.14,3.99,3.08,2.49,2.04
N,P10,S34,17266331886,1,N,그담에 롤링해주면 아침붓기도 빠지고 피부도 유분막같은게생겨서 보들보들합니다,코 피지랑 블랙 헤드가 줄어드는것 같아좋아요,탄력 관리좀 해보려고 구매했는데 저렴하고 좋네요,맛사지하고나면 촉촉하네요,컨트럴크림으로 마사지하고  화장 지우면 일석이조입니다,,,,,
N,P07,S01,13057920955,0,P,만족합니다,엄마가,애터미,감사합니다,비비,3.41,3.33,3.3,3.21,3.16
N,P07,S01,13057920955,1,P,bb는 여기말고는 안쓰는듯요발림성도 좋고 잡티도 잘 제거해줘서좋아요,배송 엄청 빨라요 포장상태도 좋고 포스트잇에 행복하라는 손편지까지 정말 최고입니다,항상 쓰던건데 여기서 싸게 구입했네요비싼제품 부럽지 않게 제품 좋아요,피부결따라 밀착도 잘되고 잡티도 가려줘요,항상 사용하는 애터미매번 떨어질때가 되면 두문하곤 합니다애터미제품 다 만족해요,,,,,
N,P07,S01,13057920955,0,N,커버력,지속력,좋아,비비,아쉽,1.77,1.29,1.02,0.9,0.86
N,P07,S01,13057920955,1,N,굳 생각했던것보단 더 작은 용량이지만 들뜨지 않고 발림성 좋아요,좋아오 선물 받아 쓰다가 두개 구입했네요가볍게 발려서 좋아요,커버력 지속력 밀착력 다 짱좋아요,다른 제품을 발라봤는데 역시 애터미가 짱입니다,마스크 착용이 필수가 되어버린 요즘 화장은 못하고 비비크림까지만 바르는데 이것만큼 좋은 비비크림은 없는것같아요,,,,,
N,P07,S15,23389838493,0,P,발색,예뻐요,색상,색이,페리페라,6.53,6.23,5.11,4.18,3.02
N,P07,S15,23389838493,1,P,만족합니다,저렴하게 잘샀습니다50 할인 자주자 해주세요,여리여리하고  뭉치지도 않고 은은하면서 보송보송해보이는위에 새겨진 글씨가 없어지는게 아쉬웠었는데벌써 푹푹 패이고 있어요,넘이쁜컬러  페리페라 사랑핮니당,저는 여쿨인데 섀도우 팔레트도 진짜 찰떡이고 블러셔도 정말 너무 예뻐요 발색 지립니다그리고 개안핑크 발라보고 놀랬어요,,,,,
N,P07,S15,23389838493,0,N,발색,색이,올라와서,마음,예뻐,2.63,2.14,1.87,1.27,1.13
N,P07,S15,23389838493,1,N,베이지 계열인 것 같아서 샀는데 막상 받아 보니 피치피치해서 죠금 실망,생각보다 발색이 잘 안되네요,저한테 잘 어울리는지는 잘 모르겠지만다음에 화장할 때 잘 써봐여죵,색상핑크가아니라아쉽네요,보기랑 다르네요,,,,,
N,P07,S01,12548732544,0,P,한스킨,들어요마음에,비비,감사합니다,만족합니다,5.45,4.32,4.13,3.65,3.48
N,P07,S01,12548732544,1,P,좋아요,피부가 요철이 많은데 비비를 얇게 바르고 파데를 얹거나 섞어서 쓰면 피부 좋다는 소리를 많이 들어요,처음,얼릉 써보고싶네요,좋아용 좋아요,,,,,
N,P07,S01,12548732544,0,N,한스킨,비비,좋아,아쉬,커버,2.25,1.41,1.14,0.61,0.36
N,P07,S01,12548732544,1,N,잘쓰겠읍니다,처음,부드럽고 잘 발려요,늘쓰던거에요,좋아요,,,,,
N,P07,S14,83510045182,0,P,만족합니다,감사합니다,보정,홈쇼핑,촉촉,3.5,1.81,1.38,1.1,1.08
N,P07,S14,83510045182,1,P,홈쇼핑 광고 못믿음,혹시몰라구매해보자였는데 어쩜좋아요,갑작스럽게 나갈일잇음 걍 쓰싹바르고나가긴 편할듯싶네요,만족합니다   만족합니다,제겐 맞지않네요,,,,,
N,P07,S14,83510045182,0,N,톤업,광이,커버,,,1.24,1.21,1.13,,
N,P07,S14,83510045182,1,N,얼굴에 트러블나서 한번쓰고 버렸어요,커버력은 떨어지고 광고만큼 얼굴에 반짝반짝 광이 나진 안아요,끈적이지않아요퍼프가 있었으면하는 아쉬움이 있네요,나이가 들어서 그런지 뭘 바르고 보정을 해도 크게 나아지는게 없네요,아 진짜로 진짜 진심 후회하고있습니다,,,,,
N,P04,S43,80137720714,0,P,시원,재구매,촉촉,티트리,쿨링,55.19,54.18,39.8,39.35,38.89
N,P04,S43,80137720714,1,P,차콜은 처음,한번밖에 써보지않아 아직혀과는 잘 모르겟지만 배송도 빠르고 조아요,와 12일만에 도착 취소하려다 참았네요잊고있었습니다,지인이 추천해서 검색해보니 용량도 크고 가격도 저렴해서 구매했어요이런걸 해본적이 없어서 잘 바르지 못해서 줄줄 흘러내리지만 열심히 해보려고요바르면 시원하고떼어내면 속이 촉촉한게 신기해요,만족합니다,,,,,
N,P04,S43,80137720714,0,N,촉촉,티트리,재구매,모델링팩,앰플,14.28,9.25,8.53,8.46,8.15
N,P04,S43,80137720714,1,N,아주 만족해요,그릇이 너무 작아 불편합니다,여드름 나거나 피부가 열이 있을때 하면 좋아요,각질제거하고 앰플 듬뿍 바르고같이 산 대용량 앰플 사서 쉐킷쉐킷 한 후얼굴에 치덕치덕 올리고 15분 정도 있다가 떼어내면앰플이 쫘아악 흡수되어서 얼굴이 광이 나요,완충제 하나 없이 도착함 거기까진 그렇다 쳐도사진 보면 알 수 있듯이 여기저기 빵꾸가 뚫려서 도착함5군데 이상이 찍힘으로 조그맣게 빵꾸가 뚫려있음어쩐지 팩봉지에 가루가 여기저기 묻어있어서 이상하더라 진짜 다른곳에서 주문하던가 해야겠음팩봉지 상단에 뚫린거고 교환 귀찮아서 다른곳에 옮겨담아 쓰긴 할건데 후기 보면서 나는 안저러겠지 하면 오산입니다,,,,,
N,P07,S01,7538999933,0,P,만족합니다,엄마가,감사합니다,커버,저렴하게,2.4,2.14,1.85,1.81,1.8
N,P07,S01,7538999933,1,P,이것만 사용하는데 매장보다 더 저렴하게 구매했어요,아직사용전이에요,엄마가 쓰셔서 구매했어요,아직 사용하진 않았지만 후기가 좋아서 기대가 됩니다,머리카락 안붙어 아주 좋고 색상도 베이지 잘맞아요,,,,,
N,P07,S01,7538999933,0,N,13호,샀어,,,,2.03,1.06,,,
N,P07,S01,7538999933,1,N,13호 어렵게구했네요,좋아요,커버력좋고 오래가고 착한가격에 구매하니 좋네여,할인으로 저렴하게 샀어요,어머니가 쓰시던 거라 시켰는데 싸게 잘 샀어요,,,,,
N,P07,S01,82234714055,0,P,엄마가,재구매,발림성이,저렴하게,촉촉,2.48,1.07,1.06,1.0,0.96
N,P07,S01,82234714055,1,P,비비의 특성이 그런건지 피부색보다 어둡게 표현됩니다,후라인은 제품이진짜 고급지긴해요방판이모한테 정가주고구매하다가 인터넷이 저렴하게잘샀어용,화사하니 좋아요,저렴하게 구입해서 좋네요,제가 쓰면서 만족한 제품이라 재구매합니다,,,,,
N,P07,S01,82234714055,1,N,몇년째 쓰고있어요많이파세요,사용하던 제품을 싸게 샀어요,매번쓰는제품 싸게 잘 쓸께요,,,,,,,
N,P12,S03,27174937526,0,P,향도,감사합니다,만족합니다,머릿결이,미용실에서,4.96,4.71,4.41,4.07,3.53
N,P12,S03,27174937526,1,P,빠른배송 감사합니다,잘쓰겠습니다,아주좋아요,컨디셔너는 첨 써보는데 머릿결 보들보들하니 좋네용 잘쓸께요,이것만 계속 쓰고 있어요,,,,,
N,P12,S03,27174937526,0,N,머리결,컨디셔너,미용실에서,부들부들,향도,2.75,2.09,1.92,1.34,1.31
